Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Precious Achiuwa,C,22,TOR,20,16,26.3,3.3,8.7,.379,0.4,1.3,.280,3.0,7.5,.396,.399,1.0,1.8,.543,2.3,5.7,8.0,1.6,0.5,0.6,1.1,2.6,7.9
Steven Adams,C,28,MEM,22,22,24.3,2.4,4.8,.505,0.0,0.0,0,2.4,4.8,.505,.505,1.7,2.5,.704,3.5,4.5,8.0,2.7,0.8,0.8,1.5,1.7,6.5
Bam Adebayo,C,24,MIA,18,18,32.9,7.0,13.5,.519,0.0,0.1,.000,7.0,13.4,.521,.519,4.7,6.2,.759,2.7,7.4,10.2,3.2,1.1,0.3,2.9,3.3,18.7
Santi Aldama,PF,21,MEM,11,0,10.2,1.8,4.7,.385,0.3,2.0,.136,1.5,2.7,.567,.413,0.5,0.7,.625,1.2,1.6,2.8,1.1,0.1,0.3,0.0,0.8,4.4
LaMarcus Aldridge,C,36,BRK,21,4,23.1,5.8,10.1,.568,0.5,1.2,.385,5.3,8.9,.594,.592,1.5,1.9,.800,1.4,4.4,5.8,0.9,0.3,1.2,0.7,1.7,13.5
Nickeil Alexander-Walker,SG,23,NOP,25,18,28.8,5.1,13.8,.367,2.0,6.7,.298,3.1,7.1,.433,.439,1.5,1.9,.792,1.1,3.0,4.1,2.6,1.0,0.4,1.5,1.7,13.7
Grayson Allen,SG,26,MIL,23,23,29.0,4.7,10.3,.456,3.1,7.3,.426,1.6,3.0,.529,.608,1.3,1.4,.879,0.6,3.3,3.8,1.4,0.7,0.3,0.7,1.7,13.8
Jarrett Allen,C,23,CLE,20,20,33.3,7.0,9.9,.711,0.1,0.2,.250,7.0,9.7,.720,.713,2.9,4.4,.648,3.5,8.0,11.4,1.9,0.9,1.2,2.1,1.7,16.9
Jose Alvarado,PG,23,NOP,7,0,5.4,0.7,1.9,.385,0.3,0.7,.400,0.4,1.1,.375,.462,0.3,0.4,.667,0.3,0.4,0.7,1.3,0.4,0.0,0.0,0.4,2.0
Kyle Anderson,PF,28,MEM,21,2,21.7,3.1,7.3,.429,0.9,2.4,.360,2.3,5.0,.462,.487,0.7,0.9,.789,1.1,4.1,5.2,2.4,0.9,0.5,1.0,1.4,7.9
Giannis Antetokounmpo,PF,27,MIL,21,21,32.7,9.8,18.4,.532,1.1,4.1,.276,8.7,14.3,.607,.563,6.9,10.2,.673,1.9,10.0,11.8,6.0,1.1,1.7,3.2,2.9,27.6
Thanasis Antetokounmpo,SF,29,MIL,19,5,12.7,1.3,2.9,.455,0.0,0.3,.000,1.3,2.6,.500,.455,0.5,0.9,.588,1.0,2.1,3.1,0.8,0.5,0.2,0.6,1.7,3.2
Carmelo Anthony,PF,37,LAL,24,3,28.5,4.8,11.0,.441,2.6,6.1,.429,2.2,4.8,.457,.561,2.0,2.4,.828,0.6,3.1,3.8,0.9,0.8,0.6,0.8,2.3,14.3
Cole Anthony,PG,21,ORL,18,18,34.4,7.1,16.6,.426,2.7,7.6,.358,4.3,8.9,.484,.508,3.4,3.9,.871,0.5,6.1,6.6,6.0,1.0,0.2,2.9,2.6,20.2
OG Anunoby,SF,24,TOR,15,15,37.3,7.6,17.7,.430,2.7,7.5,.366,4.9,10.2,.477,.508,2.2,2.7,.825,1.6,3.8,5.4,2.7,1.5,0.6,1.7,2.7,20.1
D.J. Augustin,PG,34,HOU,18,0,12.3,1.2,2.8,.412,0.8,2.1,.405,0.3,0.8,.429,.559,0.8,0.8,.933,0.1,0.7,0.8,2.0,0.2,0.0,1.2,0.7,3.9
Deni Avdija,SF,21,WAS,23,0,21.7,2.4,5.5,.433,0.8,2.7,.311,1.6,2.9,.545,.508,0.9,1.4,.656,0.8,4.2,5.0,1.2,0.6,0.8,0.6,2.1,6.5
Joel Ayayi,SG,21,WAS,3,0,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0
Deandre Ayton,C,23,PHO,17,17,30.6,7.4,11.9,.619,0.1,0.3,.200,7.3,11.6,.629,.621,1.7,2.8,.617,3.0,8.2,11.2,1.4,0.8,0.7,1.6,2.4,16.5
Udoka Azubuike,C,22,UTA,4,0,2.0,0.3,0.3,1.000,0.0,0.0,0,0.3,0.3,1.000,1.000,0.0,0.0,0,0.3,0.8,1.0,0.0,0.0,0.0,0.3,0.0,0.5
Marvin Bagley III,PF,22,SAC,8,0,17.5,2.3,4.8,.474,0.5,1.8,.286,1.8,3.0,.583,.526,0.9,1.5,.583,1.3,4.0,5.3,0.8,0.1,0.1,0.8,1.0,5.9
LaMelo Ball,PG,20,CHO,24,24,33.3,7.3,17.3,.418,2.9,7.5,.391,4.3,9.9,.439,.502,2.6,2.9,.900,1.5,6.2,7.7,8.3,1.9,0.4,3.3,3.1,20.0
Lonzo Ball,PG,24,CHI,23,23,34.7,4.5,10.9,.414,3.0,7.0,.429,1.5,3.9,.389,.552,0.3,0.3,.750,0.8,4.4,5.2,4.9,1.7,0.8,2.3,2.6,12.3
Mo Bamba,C,23,ORL,23,23,29.8,4.3,9.4,.461,1.4,4.1,.337,3.0,5.3,.557,.535,0.8,1.1,.720,2.3,6.8,9.1,1.8,0.9,2.2,1.4,2.8,10.9
Desmond Bane,SF,23,MEM,22,22,28.4,5.9,12.6,.466,2.5,6.4,.390,3.4,6.2,.544,.565,1.1,1.2,.889,0.5,3.5,4.0,2.0,0.8,0.4,1.5,2.5,15.3
Dalano Banton,SF,22,TOR,23,0,13.0,1.7,3.6,.488,0.2,0.7,.313,1.5,2.9,.530,.518,0.8,1.0,.750,0.7,1.7,2.4,1.5,0.4,0.2,1.1,1.4,4.5
Harrison Barnes,PF,29,SAC,19,19,35.0,5.8,12.1,.478,1.9,4.9,.398,3.8,7.2,.533,.559,5.5,6.5,.846,1.4,5.8,7.2,2.4,1.0,0.2,2.1,1.4,19.0
Scottie Barnes,PF,20,TOR,21,21,35.6,6.2,12.7,.489,0.7,1.9,.375,5.5,10.8,.509,.517,2.2,3.0,.730,3.0,5.2,8.1,3.3,1.2,0.8,2.1,2.7,15.3
RJ Barrett,SF,21,NYK,21,21,31.2,5.1,13.0,.397,1.6,5.0,.321,3.5,7.9,.446,.460,2.1,3.1,.692,0.6,5.3,5.9,2.1,0.4,0.3,1.7,2.1,14.0
Will Barton,SG,31,DEN,19,19,33.5,6.2,13.7,.452,2.5,6.4,.388,3.7,7.4,.507,.542,1.2,1.6,.710,0.6,4.7,5.3,4.2,0.9,0.4,1.8,1.2,16.1
Charles Bassey,PF,21,PHI,10,0,8.1,1.2,1.8,.667,0.0,0.3,.000,1.2,1.5,.800,.667,0.5,0.7,.714,1.0,1.9,2.9,0.2,0.1,0.7,0.3,1.1,2.9
Keita Bates-Diop,SF,26,SAS,16,4,13.8,1.3,2.9,.457,0.1,0.7,.091,1.3,2.2,.571,.467,0.4,0.5,.750,0.6,2.6,3.2,0.3,0.4,0.4,0.8,0.6,3.1
Nicolas Batum,PF,33,LAC,14,13,27.6,3.6,6.9,.521,2.3,5.2,.438,1.3,1.6,.783,.688,0.4,0.7,.500,0.5,5.0,5.5,1.5,1.1,0.8,0.8,1.2,9.8
Kent Bazemore,SF,32,LAL,17,13,20.4,1.6,4.8,.333,0.8,2.5,.302,0.8,2.2,.368,.414,0.6,0.8,.769,0.2,1.8,2.1,0.9,0.9,0.3,0.5,2.5,4.5
Darius Bazley,PF,21,OKC,22,22,27.3,3.2,9.1,.348,1.0,3.6,.275,2.2,5.5,.397,.403,1.1,1.8,.625,1.0,5.5,6.5,1.4,0.7,1.1,1.5,0.8,8.5
Bradley Beal,SG,28,WAS,20,20,35.6,8.6,20.0,.431,1.6,6.1,.262,7.0,13.9,.505,.471,3.5,4.0,.875,1.0,4.1,5.0,5.9,1.0,0.4,3.7,2.2,22.3
Malik Beasley,SG,25,MIN,23,0,25.6,3.7,10.6,.346,2.6,7.9,.326,1.1,2.7,.403,.467,0.7,1.0,.727,0.3,2.7,3.0,1.4,0.7,0.2,0.7,1.2,10.6
DeAndre' Bembry,SF,27,BRK,21,6,20.2,2.5,4.4,.570,0.3,0.9,.389,2.2,3.6,.613,.608,0.4,0.9,.474,0.8,2.5,3.3,1.1,1.0,0.4,0.7,2.2,5.8
Dāvis Bertāns,PF,29,WAS,13,0,16.6,1.7,5.5,.306,1.2,4.4,.281,0.5,1.2,.400,.417,1.1,1.2,.933,0.2,1.5,1.8,0.5,0.3,0.0,0.5,1.8,5.7
Patrick Beverley,PG,33,MIN,16,12,25.4,3.1,6.7,.458,1.2,3.5,.339,1.9,3.2,.588,.547,0.8,1.1,.706,1.4,2.9,4.4,4.5,0.9,1.0,1.2,3.1,8.1
Saddiq Bey,SF,22,DET,22,22,32.1,4.5,13.0,.351,1.8,6.2,.287,2.8,6.8,.409,.419,1.5,2.0,.744,2.0,4.1,6.1,2.5,1.0,0.2,1.4,1.7,12.3
Khem Birch,C,29,TOR,15,3,22.9,2.7,5.3,.500,0.0,0.4,.000,2.7,4.9,.541,.500,1.6,2.2,.727,3.2,2.5,5.7,1.3,1.0,0.5,0.6,1.8,6.9
Goga Bitadze,C,22,IND,16,0,8.6,0.9,3.1,.286,0.3,1.6,.160,0.6,1.5,.417,.327,0.7,1.1,.647,1.0,1.3,2.3,0.2,0.6,0.6,0.3,1.6,2.7
Nemanja Bjelica,C,33,GSW,22,0,14.4,2.2,5.0,.445,0.9,2.4,.377,1.3,2.6,.509,.536,0.9,1.1,.760,1.0,3.1,4.0,1.6,0.7,0.4,1.1,1.3,6.2
Eric Bledsoe,PG,32,LAC,23,22,27.5,3.6,8.4,.425,0.8,3.0,.279,2.7,5.4,.504,.474,1.8,2.1,.837,0.7,3.4,4.1,3.4,1.3,0.5,2.1,1.7,9.7
Keljin Blevins,SF,26,POR,2,0,4.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.0,0.0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.5
Bogdan Bogdanović,SG,29,ATL,20,20,28.2,4.5,10.0,.447,2.2,5.5,.391,2.3,4.5,.517,.555,0.6,0.7,.786,0.4,3.2,3.6,2.5,0.7,0.2,0.9,1.9,11.6
Bojan Bogdanović,PF,32,UTA,22,22,30.1,5.6,12.1,.462,2.5,6.0,.406,3.1,6.0,.519,.564,3.2,3.5,.922,0.8,3.3,4.0,1.9,0.5,0.0,1.5,1.3,16.9
Bol Bol,PF,22,DEN,10,0,4.7,0.7,1.5,.467,0.0,0.3,.000,0.7,1.2,.583,.467,0.1,0.3,.333,0.2,1.2,1.4,0.2,0.1,0.2,0.0,0.3,1.5
Leandro Bolmaro,SF,21,MIN,12,0,8.5,0.6,1.5,.389,0.1,0.5,.167,0.5,1.0,.500,.417,0.5,0.6,.857,0.8,1.3,2.0,0.5,0.1,0.0,0.6,1.0,1.8
Isaac Bonga,SF,22,TOR,7,0,4.9,0.1,0.9,.167,0.0,0.3,.000,0.1,0.6,.250,.167,0.1,0.3,.500,0.1,0.3,0.4,0.3,0.6,0.1,0.1,0.6,0.4
Devin Booker,SG,25,PHO,21,21,32.2,8.6,18.7,.458,2.4,5.9,.403,6.2,12.8,.483,.522,3.7,4.3,.857,0.9,4.0,4.9,4.5,0.9,0.2,2.7,2.3,23.2
Brandon Boston Jr.,SG,20,LAC,10,0,8.8,1.2,3.3,.364,0.3,1.0,.300,0.9,2.3,.391,.409,0.8,0.9,.889,0.1,0.9,1.0,0.4,0.5,0.3,0.5,0.5,3.5
Chris Boucher,PF,29,TOR,21,0,13.5,2.2,5.9,.379,0.5,2.5,.189,1.8,3.4,.521,.419,1.0,1.4,.690,1.4,2.5,3.9,0.3,0.5,0.8,0.6,1.3,5.9
James Bouknight,SG,21,CHO,7,0,1.7,0.0,0.9,.000,0.0,0.1,.000,0.0,0.7,.000,.000,0.3,0.3,1.000,0.1,0.1,0.3,0.3,0.0,0.0,0.0,0.1,0.3
Avery Bradley,SG,31,LAL,21,16,22.2,1.9,5.0,.381,1.0,3.0,.349,0.9,2.0,.429,.486,0.1,0.1,1.000,0.5,2.0,2.5,0.9,0.6,0.2,0.6,1.4,5.0
Tony Bradley,C,24,CHI,17,7,13.1,1.7,3.1,.558,0.0,0.0,0,1.7,3.1,.558,.558,0.2,0.3,.800,1.5,2.7,4.2,0.4,0.1,0.6,0.7,1.5,3.6
Ignas Brazdeikis,SF,23,ORL,11,0,8.4,0.6,2.5,.259,0.3,1.5,.188,0.4,1.0,.364,.315,0.1,0.2,.500,0.5,1.1,1.5,0.5,0.3,0.0,0.3,1.0,1.6
Mikal Bridges,SF,25,PHO,23,23,34.6,5.0,9.3,.540,1.3,3.2,.405,3.7,6.1,.610,.609,1.0,1.2,.852,0.7,3.1,3.8,1.8,1.5,0.6,0.8,2.2,12.4
Miles Bridges,PF,23,CHO,24,24,36.2,7.4,16.2,.456,2.2,6.7,.323,5.2,9.5,.551,.523,3.0,3.9,.755,1.3,6.1,7.5,3.1,1.2,1.0,1.8,2.7,19.9
Oshae Brissett,SF,23,IND,14,0,12.3,1.6,3.6,.431,0.6,1.8,.360,0.9,1.9,.500,.520,0.1,0.6,.222,0.5,1.8,2.3,0.4,0.3,0.2,0.7,1.0,3.9
Malcolm Brogdon,PG,29,IND,20,20,35.5,7.4,16.3,.452,2.0,6.2,.315,5.4,10.1,.537,.512,4.0,4.6,.870,1.0,4.8,5.8,6.1,0.9,0.6,2.4,2.1,20.7
Armoni Brooks,SG,23,HOU,18,0,12.5,1.8,4.8,.379,1.4,4.1,.356,0.4,0.8,.500,.529,0.4,0.4,.875,0.3,1.1,1.4,0.7,0.6,0.2,0.2,1.3,5.5
Dillon Brooks,SF,26,MEM,9,8,24.6,6.3,15.3,.413,1.6,5.0,.311,4.8,10.3,.462,.464,3.3,3.7,.909,0.8,2.6,3.3,2.2,1.4,0.2,2.2,3.3,17.6
Bruce Brown,SF,25,BRK,19,14,22.9,3.0,6.3,.475,0.4,1.2,.318,2.6,5.2,.510,.504,0.5,0.6,.750,1.0,2.8,3.8,1.1,1.3,0.5,0.6,2.3,6.8
Greg Brown III,SF,20,POR,10,0,4.5,0.7,2.0,.350,0.0,0.4,.000,0.7,1.6,.438,.350,0.2,0.7,.286,0.5,0.9,1.4,0.5,0.2,0.4,0.2,0.6,1.6
Jaylen Brown,SF,25,BOS,13,13,32.8,7.8,16.8,.463,2.4,6.5,.365,5.4,10.2,.526,.534,3.5,4.5,.763,0.5,4.8,5.2,2.2,1.1,0.5,2.4,2.7,21.4
Moses Brown,C,22,DAL,9,1,3.8,0.6,0.7,.833,0.0,0.0,0,0.6,0.7,.833,.833,0.6,1.1,.500,0.2,0.8,1.0,0.0,0.1,0.2,0.4,0.8,1.7
Sterling Brown,SG,26,DAL,19,0,12.7,1.1,3.1,.356,0.6,2.1,.282,0.5,1.1,.500,.449,0.2,0.2,1.000,0.7,2.6,3.3,0.7,0.4,0.1,0.7,1.2,3.0
Troy Brown Jr.,SF,22,CHI,14,0,9.5,1.4,3.1,.455,0.6,1.5,.381,0.9,1.6,.522,.545,0.1,0.3,.500,0.3,1.4,1.6,0.4,0.2,0.0,0.3,0.7,3.6
Jalen Brunson,PG,25,DAL,20,5,28.8,5.8,11.5,.504,1.1,3.2,.349,4.7,8.4,.563,.552,2.0,2.5,.800,0.5,3.5,4.0,4.8,0.8,0.1,1.5,1.9,14.7
Reggie Bullock,SF,30,DAL,20,4,23.0,2.1,5.8,.353,1.2,4.2,.286,0.9,1.6,.531,.457,0.3,0.4,.625,0.2,2.6,2.8,0.7,0.3,0.1,0.6,1.6,5.6
Trey Burke,PG,29,DAL,12,0,10.7,2.3,4.9,.475,0.7,1.6,.421,1.7,3.3,.500,.542,0.8,0.9,.909,0.0,0.8,0.8,1.4,0.4,0.0,0.9,0.5,6.2
Alec Burks,SG,30,NYK,22,3,24.0,3.5,8.5,.419,2.1,4.8,.434,1.5,3.6,.400,.543,2.2,2.7,.814,0.4,3.6,4.0,2.0,1.2,0.3,0.8,2.1,11.4
Jared Butler,SG,21,UTA,14,0,4.6,0.6,2.0,.286,0.3,1.1,.250,0.3,0.9,.333,.357,0.3,0.5,.571,0.0,0.5,0.5,0.5,0.1,0.4,0.5,0.9,1.7
Jimmy Butler,SF,32,MIA,17,17,34.2,7.9,15.3,.519,0.4,1.8,.200,7.6,13.5,.561,.531,7.4,8.6,.850,1.6,4.2,5.8,5.3,2.1,0.3,1.9,1.7,23.6
Devontae Cacok,PF,25,SAS,1,0,2.0,1.0,1.0,1.000,0.0,0.0,0,1.0,1.0,1.000,1.000,0.0,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
Kentavious Caldwell-Pope,SG,28,WAS,23,23,29.0,3.8,9.1,.421,2.0,5.3,.377,1.8,3.8,.483,.531,1.2,1.4,.875,0.6,3.0,3.7,1.6,1.3,0.3,1.1,1.8,10.9
Facundo Campazzo,PG,30,DEN,20,0,18.3,1.9,4.4,.432,1.1,2.9,.386,0.8,1.6,.516,.557,0.9,1.1,.810,0.4,1.4,1.8,2.3,1.0,0.3,1.1,1.9,5.8
Vlatko Čančar,PF,24,DEN,3,0,7.7,1.0,1.7,.600,0.7,0.7,1.000,0.3,1.0,.333,.800,1.0,1.3,.750,0.3,0.0,0.3,1.3,0.3,0.0,0.7,1.0,3.7
Clint Capela,C,27,ATL,23,23,29.8,5.2,9.1,.574,0.0,0.0,.000,5.2,9.0,.577,.574,1.2,2.4,.509,4.0,8.5,12.5,1.3,0.9,1.4,0.6,2.5,11.7
Vernon Carey Jr.,C,20,CHO,1,0,1.0,0.0,1.0,.000,0.0,0.0,0,0.0,1.0,.000,.000,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jevon Carter,PG,26,BRK,22,1,13.1,1.0,3.4,.284,0.8,2.6,.310,0.1,0.7,.188,.405,0.1,0.2,.750,0.2,1.4,1.6,1.1,0.4,0.3,0.3,1.3,2.9
Wendell Carter Jr.,C,22,ORL,24,24,28.8,5.2,10.0,.517,1.4,3.9,.351,3.8,6.1,.623,.585,1.4,2.0,.694,2.2,7.6,9.8,2.2,0.7,0.7,1.3,2.6,13.1
Alex Caruso,PG,27,CHI,22,5,29.5,2.9,6.5,.441,1.0,3.0,.323,1.9,3.5,.538,.514,1.9,2.2,.857,1.0,2.9,3.9,4.3,2.3,0.4,1.5,2.8,8.6
Willie Cauley-Stein,C,28,DAL,18,2,9.8,0.9,1.9,.457,0.1,0.1,.500,0.8,1.8,.455,.471,0.1,0.1,.500,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9
Justin Champagnie,SF,20,TOR,9,0,4.0,0.2,0.9,.250,0.0,0.1,.000,0.2,0.8,.286,.250,0.4,0.4,1.000,0.7,0.4,1.1,0.1,0.0,0.1,0.0,0.7,0.9
Chris Chiozza,PG,26,GSW,10,0,11.0,1.0,2.9,.345,0.8,2.1,.381,0.2,0.8,.250,.483,0.1,0.1,1.000,0.5,0.8,1.3,1.5,0.5,0.0,0.8,1.4,2.9
Josh Christopher,SG,20,HOU,14,0,7.7,1.1,3.0,.381,0.3,0.7,.400,0.9,2.3,.375,.429,0.5,0.6,.778,0.3,0.8,1.1,0.9,0.4,0.0,0.7,0.6,3.1
Brandon Clarke,PF,25,MEM,19,0,16.0,3.4,5.5,.610,0.1,0.6,.091,3.3,4.9,.670,.614,0.9,1.4,.667,1.7,2.6,4.4,1.4,0.4,0.9,0.4,1.7,7.7
Jordan Clarkson,SG,29,UTA,22,0,24.9,5.4,14.2,.377,2.7,8.9,.301,2.7,5.3,.504,.471,1.7,2.1,.826,0.7,2.4,3.1,2.1,0.7,0.2,1.3,1.6,15.1
Nicolas Claxton,C,22,BRK,5,3,15.8,2.2,4.0,.550,0.0,0.0,0,2.2,4.0,.550,.550,0.8,1.8,.444,0.6,3.8,4.4,0.6,0.0,0.8,0.8,1.6,5.2
Amir Coffey,SG,24,LAC,16,3,12.9,0.9,2.5,.350,0.6,1.9,.333,0.3,0.6,.400,.475,1.1,1.2,.895,0.2,1.4,1.6,0.7,0.1,0.1,0.3,0.8,3.4
John Collins,PF,24,ATL,23,23,32.2,6.4,11.1,.574,1.1,2.8,.400,5.3,8.3,.634,.625,2.6,3.4,.769,1.7,6.1,7.7,2.1,0.8,1.4,1.1,2.8,16.5
Mike Conley,PG,34,UTA,20,20,28.4,5.2,10.1,.512,2.7,5.8,.470,2.5,4.3,.570,.647,1.4,1.7,.848,0.3,1.7,2.0,5.4,1.1,0.3,1.8,2.1,14.4
Pat Connaughton,SG,29,MIL,23,9,28.8,4.3,8.8,.490,2.6,6.3,.410,1.7,2.5,.690,.636,0.7,1.0,.727,0.8,4.1,4.9,1.5,1.0,0.3,0.9,1.5,11.9
Tyler Cook,PF,24,CHI,1,0,12.0,2.0,3.0,.667,0.0,0.0,0,2.0,3.0,.667,.667,2.0,2.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,6.0
Sharife Cooper,PG,20,ATL,5,0,2.2,0.2,0.8,.250,0.0,0.4,.000,0.2,0.4,.500,.250,0.0,0.0,0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.4
Petr Cornelie,PF,26,DEN,5,0,4.2,0.4,1.4,.286,0.0,0.8,.000,0.4,0.6,.667,.286,0.0,0.0,0,1.0,0.6,1.6,0.6,0.0,0.0,0.4,0.6,0.8
DeMarcus Cousins,C-F,31,MIL,1,0,15.0,3.0,5.0,.600,1.0,2.0,.500,2.0,3.0,.667,.700,0.0,0.0,0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,7.0
Robert Covington,PF,31,POR,23,23,26.5,2.4,5.9,.412,1.7,4.5,.375,0.7,1.4,.531,.555,0.1,0.1,1.000,0.5,4.0,4.5,1.2,1.0,1.0,1.0,2.1,6.7
Torrey Craig,SF,31,IND,25,1,15.7,2.1,4.2,.491,0.6,2.0,.275,1.5,2.2,.691,.557,0.7,0.9,.773,1.2,2.1,3.3,0.9,0.4,0.3,0.6,1.6,5.4
Jae Crowder,PF,31,PHO,23,23,27.8,3.0,7.8,.378,1.8,5.3,.333,1.2,2.5,.474,.492,1.1,1.4,.788,0.4,4.3,4.7,1.4,1.3,0.4,0.8,2.2,8.8
Jarrett Culver,SG,22,MEM,7,0,9.1,1.9,3.6,.520,0.4,1.3,.333,1.4,2.3,.625,.580,0.6,1.1,.500,0.3,1.3,1.6,1.6,0.4,0.0,0.3,0.1,4.7
Cade Cunningham,PG,20,DET,17,17,31.4,5.2,14.1,.371,2.1,7.2,.287,3.2,6.9,.458,.444,1.6,1.9,.844,1.0,5.3,6.3,4.6,1.2,0.6,3.7,2.5,14.1
Seth Curry,SG,31,PHI,21,21,34.0,6.0,11.6,.512,2.2,5.2,.427,3.7,6.4,.582,.609,2.2,2.4,.902,0.4,2.4,2.8,2.7,0.9,0.1,1.6,2.4,16.3
Stephen Curry,PG,33,GSW,21,21,34.2,9.1,20.2,.449,5.4,13.0,.418,3.7,7.2,.507,.584,4.0,4.2,.933,0.6,5.0,5.6,6.5,1.7,0.5,3.2,1.8,27.6
Anthony Davis,C,28,LAL,23,23,35.7,9.7,18.5,.523,0.4,2.1,.188,9.3,16.4,.566,.534,4.6,6.4,.721,3.0,7.0,10.0,3.1,1.3,2.2,2.0,2.3,24.4
Ed Davis,C,32,CLE,9,2,8.6,0.8,1.1,.700,0.0,0.0,0,0.8,1.1,.700,.700,0.1,0.2,.500,0.4,2.8,3.2,0.1,0.2,0.4,0.3,1.0,1.7
Terence Davis,SG,24,SAC,15,4,15.4,2.7,7.4,.369,1.1,4.4,.258,1.6,3.0,.533,.446,0.5,0.7,.636,0.2,2.1,2.3,0.8,0.7,0.3,1.1,2.0,7.1
Gabriel Deck,PF,26,OKC,6,0,7.5,1.0,2.0,.500,0.2,0.5,.333,0.8,1.5,.556,.542,0.0,0.0,0,0.2,0.7,0.8,0.5,0.2,0.0,0.3,0.3,2.2
Dewayne Dedmon,C,32,MIA,23,5,15.1,2.1,3.8,.552,0.2,0.4,.556,1.9,3.4,.551,.580,1.2,1.6,.778,1.7,3.6,5.3,0.6,0.4,0.4,0.8,2.0,5.6
Sam Dekker,PF,27,TOR,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,SF,32,CHI,23,23,35.1,9.3,18.8,.495,0.8,2.5,.328,8.5,16.3,.521,.517,6.8,7.6,.897,0.7,4.6,5.3,4.1,1.0,0.4,2.0,2.3,26.3
Hamidou Diallo,SG,23,DET,16,1,14.6,2.5,4.8,.519,0.3,0.9,.267,2.3,3.9,.581,.545,0.9,1.1,.778,0.9,1.9,2.8,0.7,0.7,0.4,0.7,1.7,6.1
Gorgui Dieng,C,32,ATL,20,0,8.2,0.8,2.1,.390,0.2,0.9,.235,0.6,1.2,.500,.439,0.5,0.7,.643,1.0,2.4,3.4,0.7,0.3,0.3,0.6,1.2,2.3
