Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Spencer Dinwiddie,PG,28,WAS,20,20,29.6,4.7,11.8,.400,2.0,5.6,.348,2.8,6.2,.447,.483,2.3,2.6,.885,0.7,4.3,5.0,5.4,0.3,0.2,1.6,2.1,13.7
Luka Dončić,PG,22,DAL,18,18,34.7,9.4,21.2,.445,2.7,8.1,.329,6.8,13.1,.517,.508,3.8,5.7,.676,0.8,7.3,8.1,8.5,1.1,0.6,4.6,2.4,25.4
Luguentz Dort,SF,22,OKC,21,21,32.4,5.8,13.4,.431,2.3,7.2,.325,3.4,6.2,.554,.518,3.0,3.5,.849,0.7,3.3,4.0,2.0,0.9,0.3,1.7,2.8,16.8
Ayo Dosunmu,SG,22,CHI,22,0,15.8,2.3,4.9,.467,0.7,1.7,.421,1.5,3.1,.493,.542,0.3,0.5,.636,0.5,1.5,2.0,0.8,0.4,0.1,0.7,1.4,5.6
Devon Dotson,PG,22,CHI,2,0,6.5,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,.333,0.0,0.0,0,0.0,2.5,2.5,1.5,0.0,0.0,0.5,1.0,1.0
Sekou Doumbouya,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
Jeff Dowtin,PG,24,GSW,2,0,3.0,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
PJ Dozier,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
Goran Dragić,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
Andre Drummond,C,28,PHI,22,10,21.4,2.6,5.5,.479,0.0,0.0,.000,2.6,5.5,.483,.479,1.2,2.1,.553,3.4,7.2,10.5,2.0,1.0,1.1,1.8,2.6,6.5
Chris Duarte,SG,24,IND,23,17,29.8,5.2,12.5,.417,1.9,5.5,.349,3.3,7.0,.469,.493,0.8,1.2,.667,0.4,3.6,4.0,2.0,1.0,0.1,1.8,1.9,13.1
Kevin Durant,PF,33,BRK,21,21,35.9,10.3,19.1,.537,1.8,4.6,.385,8.5,14.6,.585,.583,6.3,7.2,.868,0.5,7.1,7.6,5.6,0.7,0.6,3.1,1.5,28.6
Anthony Edwards,SG,20,MIN,23,23,36.4,8.1,19.0,.428,3.0,8.7,.342,5.2,10.3,.500,.506,2.8,3.6,.780,1.4,4.9,6.3,3.6,1.6,0.7,3.4,2.3,22.0
Kessler Edwards,F,21,BRK,2,0,6.0,1.5,3.0,.500,1.0,2.0,.500,0.5,1.0,.500,.667,0.0,0.0,0,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,4.0
CJ Elleby,SF,21,POR,11,0,4.9,0.5,1.5,.353,0.2,0.8,.222,0.4,0.7,.500,.412,0.0,0.0,0,0.1,1.2,1.3,0.3,0.0,0.0,0.4,0.6,1.3
Wayne Ellington,SG,34,LAL,16,2,20.8,2.2,5.4,.402,2.0,5.1,.395,0.2,0.4,.500,.586,0.3,0.3,1.000,0.2,1.3,1.5,0.7,0.4,0.1,0.4,0.9,6.6
Joel Embiid,C,27,PHI,13,13,32.5,6.8,16.7,.410,1.4,3.5,.400,5.5,13.2,.413,.452,7.4,9.7,.762,2.1,8.9,11.0,4.2,0.9,1.7,2.8,2.5,22.5
Drew Eubanks,C,24,SAS,20,8,14.7,2.1,4.0,.513,0.0,0.2,.000,2.1,3.8,.539,.513,1.7,2.1,.786,1.2,3.3,4.5,1.5,0.4,0.9,1.3,1.6,5.8
Tacko Fall,C,26,CLE,7,0,2.7,0.1,0.3,.500,0.0,0.0,0,0.1,0.3,.500,.500,0.1,0.6,.250,0.1,0.6,0.7,0.0,0.0,0.1,0.1,0.0,0.4
Derrick Favors,C,30,OKC,16,8,16.7,2.6,5.3,.488,0.1,0.5,.250,2.4,4.8,.513,.500,0.5,0.9,.571,1.5,3.5,5.0,0.4,0.5,0.1,0.3,1.3,5.8
Bruno Fernando,C,23,BOS,7,0,1.9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.1,0.1,0.1,0.0,0.1,0.3,0.3,0.0
Dorian Finney-Smith,PF,28,DAL,21,21,30.9,3.3,7.6,.431,1.7,4.8,.356,1.6,2.8,.559,.544,0.6,1.1,.565,1.7,2.6,4.3,1.4,1.4,0.5,0.9,2.1,8.9
Malik Fitts,PF,24,UTA,3,0,2.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Malachi Flynn,PG,23,TOR,16,0,8.6,1.1,3.1,.340,0.4,1.5,.250,0.7,1.6,.423,.400,0.2,0.3,.600,0.3,1.0,1.3,0.9,0.5,0.1,0.3,0.9,2.7
Bryn Forbes,SG,28,SAS,20,0,13.7,2.5,5.2,.481,1.2,2.8,.418,1.4,2.5,.551,.591,0.4,0.5,.778,0.1,1.1,1.2,0.6,0.4,0.1,0.9,0.8,6.5
Trent Forrest,PG,23,UTA,16,0,7.6,0.6,0.9,.600,0.0,0.1,.000,0.6,0.8,.692,.600,0.4,0.5,.875,0.3,0.9,1.1,0.6,0.3,0.0,0.6,0.6,1.6
Evan Fournier,SG,29,NYK,22,22,28.5,4.8,11.5,.415,2.6,6.7,.395,2.1,4.8,.443,.530,1.0,1.4,.767,0.5,2.3,2.8,1.6,1.0,0.2,1.3,1.6,13.2
De'Aaron Fox,PG,24,SAC,23,23,34.8,7.5,17.3,.432,1.2,4.3,.273,6.3,13.0,.485,.466,4.1,5.5,.748,0.6,3.0,3.5,5.5,1.3,0.5,3.0,2.8,20.3
Enes Freedom,C,29,BOS,12,0,11.9,1.5,3.7,.409,0.1,0.3,.333,1.4,3.4,.415,.420,1.2,1.3,.875,2.1,3.3,5.4,0.2,0.2,0.5,0.7,1.3,4.3
Daniel Gafford,C,23,WAS,20,20,21.2,3.9,5.9,.667,0.0,0.0,0,3.9,5.9,.667,.667,1.3,1.8,.694,2.0,3.9,5.9,1.1,0.6,2.0,1.1,2.5,9.1
Danilo Gallinari,PF,33,ATL,20,0,21.1,2.7,7.0,.381,1.4,3.6,.375,1.3,3.4,.388,.478,1.8,2.0,.923,0.6,3.4,4.0,1.3,0.5,0.2,0.5,1.2,8.5
Darius Garland,PG,22,CLE,21,21,34.6,7.2,15.4,.467,2.7,7.0,.378,4.5,8.3,.543,.554,2.1,2.4,.863,0.4,2.4,2.9,7.3,1.1,0.0,4.0,1.9,19.1
Marcus Garrett,SG,23,MIA,4,0,2.5,0.0,0.3,.000,0.0,0.0,0,0.0,0.3,.000,.000,0.0,0.0,0,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.3,0.0
Usman Garuba,PF,19,HOU,7,0,6.4,0.7,2.0,.357,0.3,1.1,.250,0.4,0.9,.500,.429,0.0,0.0,0,0.9,1.7,2.6,0.9,0.3,0.6,0.3,0.6,1.7
Luka Garza,C,23,DET,13,2,10.5,1.3,3.0,.436,0.4,1.2,.333,0.9,1.8,.500,.500,0.8,1.1,.786,0.8,1.2,2.1,0.5,0.5,0.1,0.4,1.7,3.8
Rudy Gay,PF,35,UTA,8,0,18.6,3.5,7.1,.491,2.4,4.9,.487,1.1,2.3,.500,.658,0.9,1.3,.700,0.4,4.4,4.8,1.4,0.1,0.3,0.9,1.5,10.3
Paul George,SF,31,LAC,22,22,35.7,9.4,21.9,.427,2.8,8.7,.319,6.6,13.2,.498,.491,4.1,4.6,.891,0.5,6.9,7.3,5.3,1.8,0.4,4.2,2.5,25.6
Taj Gibson,C,36,NYK,11,0,18.6,1.4,2.8,.484,0.0,0.3,.000,1.4,2.5,.536,.484,0.6,0.8,.778,1.9,2.8,4.7,0.7,0.4,1.3,1.0,3.3,3.4
Josh Giddey,SG,19,OKC,20,20,29.4,4.3,11.0,.391,0.9,3.5,.257,3.4,7.5,.453,.432,0.9,1.3,.654,1.6,5.6,7.2,5.8,1.0,0.7,2.8,1.8,10.4
Shai Gilgeous-Alexander,PG,23,OKC,19,19,34.9,7.4,17.9,.411,2.1,6.8,.300,5.3,11.1,.479,.468,4.4,5.6,.785,0.6,4.5,5.1,4.5,1.1,0.6,2.4,2.1,21.2
Anthony Gill,PF,29,WAS,7,0,5.4,0.9,1.3,.667,0.4,0.4,1.000,0.4,0.9,.500,.833,0.3,0.3,1.000,0.6,0.9,1.4,0.1,0.0,0.3,0.1,0.4,2.4
Rudy Gobert,C,29,UTA,22,22,31.6,5.4,7.3,.739,0.0,0.0,.000,5.4,7.3,.744,.739,4.5,6.6,.676,2.9,11.5,14.4,0.9,1.0,2.1,2.0,2.7,15.3
Aaron Gordon,PF,26,DEN,21,21,32.0,5.4,10.4,.521,1.0,2.9,.344,4.4,7.5,.589,.568,2.2,3.0,.742,1.9,4.3,6.1,2.3,0.5,0.8,1.5,2.0,14.0
Eric Gordon,SG,33,HOU,19,8,29.5,4.9,10.5,.465,2.3,5.2,.434,2.6,5.3,.495,.573,1.5,2.3,.674,0.2,1.8,2.0,2.6,0.6,0.6,2.4,1.0,13.6
Devonte' Graham,PG,26,NOP,22,22,30.8,4.7,12.4,.382,2.7,7.8,.351,2.0,4.6,.436,.493,1.7,2.2,.792,0.6,1.8,2.4,4.5,1.2,0.2,1.9,1.5,13.9
Jerami Grant,PF,27,DET,21,21,33.0,6.6,16.0,.411,1.8,5.5,.330,4.8,10.5,.452,.467,5.2,6.2,.838,1.0,3.8,4.8,2.5,1.2,1.0,2.0,2.2,20.1
Danny Green,SF,34,PHI,16,13,23.8,2.8,5.9,.463,2.1,4.9,.418,0.7,1.0,.688,.637,0.3,0.3,1.000,0.7,1.7,2.4,1.0,1.6,0.7,0.9,2.1,7.8
Draymond Green,PF,31,GSW,21,21,30.1,3.3,5.9,.556,0.3,1.0,.350,3.0,5.0,.596,.585,1.3,2.1,.600,1.2,6.8,8.0,7.7,1.3,1.0,3.1,2.7,8.2
Jalen Green,SG,19,HOU,18,18,30.8,4.8,12.7,.382,1.8,6.4,.278,3.1,6.3,.487,.452,2.6,3.2,.807,0.4,2.7,3.1,2.3,0.6,0.2,2.7,1.6,14.0
JaMychal Green,PF,31,DEN,20,4,14.8,2.2,5.0,.430,0.5,2.2,.205,1.7,2.8,.607,.475,0.7,0.9,.778,1.0,2.5,3.5,0.8,0.9,0.4,1.3,2.4,5.5
Javonte Green,SG,28,CHI,23,12,20.6,2.1,4.2,.495,0.4,1.1,.385,1.7,3.1,.535,.546,0.8,1.0,.750,1.5,2.7,4.3,0.7,0.8,0.3,0.7,2.0,5.4
Jeff Green,C,35,DEN,21,12,23.9,3.3,7.1,.463,0.8,2.6,.309,2.5,4.5,.553,.520,2.2,2.8,.793,0.4,2.2,2.6,1.1,0.2,0.4,0.9,1.9,9.6
Josh Green,SG,21,DAL,11,0,4.9,0.6,1.3,.500,0.0,0.2,.000,0.6,1.1,.583,.500,0.0,0.2,.000,0.4,0.6,1.0,0.4,0.2,0.1,0.2,0.5,1.3
Blake Griffin,PF,32,BRK,17,17,21.7,2.0,6.3,.318,0.5,3.3,.161,1.5,3.0,.490,.360,0.9,1.4,.696,1.2,3.7,4.9,2.0,0.5,0.6,0.5,2.3,5.5
Quentin Grimes,SG,21,NYK,10,0,6.3,0.5,1.5,.333,0.5,1.3,.385,0.0,0.2,.000,.500,0.0,0.0,0,0.2,0.6,0.8,0.1,0.0,0.0,0.3,0.5,1.5
Tyrese Haliburton,SG,21,SAC,21,21,33.2,4.5,10.5,.427,1.5,4.2,.364,3.0,6.3,.470,.500,1.0,1.3,.750,1.0,2.7,3.7,5.5,1.8,0.7,1.8,1.1,11.5
R.J. Hampton,SG,20,ORL,24,0,18.5,2.6,6.4,.405,1.0,2.6,.397,1.5,3.8,.411,.487,1.1,2.0,.563,0.3,2.8,3.1,2.4,0.5,0.2,1.5,1.4,7.3
Tim Hardaway Jr.,SG,29,DAL,21,19,32.2,5.0,12.9,.385,2.4,7.0,.345,2.5,5.8,.434,.480,1.7,2.3,.729,0.3,3.4,3.7,2.4,1.0,0.1,0.5,2.0,14.0
James Harden,PG,32,BRK,22,22,35.5,5.9,14.3,.414,2.6,7.4,.352,3.3,6.9,.480,.505,6.5,7.3,.888,1.0,6.9,7.9,9.3,1.5,0.7,5.0,2.5,20.9
Maurice Harkless,SF,28,SAC,16,14,20.4,1.6,4.1,.385,0.6,2.5,.225,1.0,1.6,.640,.454,0.5,0.7,.727,0.2,2.6,2.8,0.6,0.5,0.5,0.4,1.6,4.2
Montrezl Harrell,C,28,WAS,23,3,26.5,6.1,9.3,.654,0.1,0.3,.250,6.0,9.0,.670,.659,4.0,5.2,.765,2.6,5.5,8.1,2.3,0.5,0.7,1.3,2.0,16.2
Gary Harris,SG,27,ORL,18,8,25.2,2.8,7.2,.395,0.8,3.2,.259,2.0,3.9,.507,.453,0.5,0.7,.750,0.8,1.3,2.1,1.7,0.7,0.1,1.0,1.8,7.0
Joe Harris,SF,30,BRK,14,14,30.2,4.0,8.9,.452,2.9,6.3,.466,1.1,2.6,.417,.617,0.4,0.4,.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3
Tobias Harris,PF,29,PHI,14,14,34.1,7.8,16.4,.476,1.2,4.1,.298,6.6,12.3,.535,.513,2.4,2.9,.829,1.0,7.2,8.2,3.7,0.4,0.5,1.7,1.4,19.2
Josh Hart,PF,26,NOP,19,18,30.1,4.1,8.4,.488,0.8,2.4,.326,3.3,6.0,.553,.534,2.1,2.4,.848,1.0,5.3,6.3,3.8,0.9,0.4,1.4,2.8,11.1
Isaiah Hartenstein,C,23,LAC,22,0,15.8,3.2,4.9,.648,0.1,0.1,.667,3.1,4.8,.648,.657,1.1,1.8,.615,2.0,3.0,4.9,1.6,0.8,1.1,1.0,2.4,7.5
Udonis Haslem,C,41,MIA,5,0,4.6,0.6,1.2,.500,0.0,0.2,.000,0.6,1.0,.600,.500,0.0,0.0,0,0.2,1.0,1.2,0.2,0.0,0.2,0.0,1.0,1.2
Sam Hauser,F,24,BOS,2,0,2.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0
Jaxson Hayes,C,21,NOP,19,0,12.2,2.1,4.1,.519,0.2,0.6,.364,1.9,3.5,.545,.545,1.5,1.9,.757,1.3,2.0,3.3,0.3,0.3,0.6,0.6,1.6,5.9
Killian Hayes,PG,20,DET,17,17,25.9,2.2,6.5,.336,1.0,2.8,.362,1.2,3.7,.317,.414,0.9,0.9,.938,0.7,3.1,3.8,3.6,1.3,0.4,1.6,2.7,6.2
Gordon Hayward,SF,31,CHO,24,24,33.8,6.1,13.2,.462,1.8,4.4,.406,4.3,8.8,.490,.530,3.3,3.9,.849,0.9,4.0,4.9,3.5,0.9,0.6,1.9,1.8,17.3
Aaron Henry,SF,22,PHI,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Hernangómez,PF,26,BOS,11,0,3.5,0.3,1.3,.214,0.1,0.7,.125,0.2,0.5,.333,.250,0.4,0.5,.800,0.3,0.6,0.9,0.0,0.4,0.0,0.3,0.3,1.0
Willy Hernangómez,C,27,NOP,11,0,13.8,3.5,5.5,.633,0.2,0.2,1.000,3.3,5.3,.621,.650,1.5,1.9,.762,2.0,4.2,6.2,1.8,0.4,0.3,1.1,2.0,8.5
Tyler Herro,SG,22,MIA,20,6,33.8,8.3,18.4,.450,2.9,7.2,.403,5.4,11.2,.480,.529,2.2,2.5,.878,0.7,4.8,5.5,3.7,0.6,0.1,2.9,1.4,21.6
Buddy Hield,SG,29,SAC,23,2,29.0,5.4,14.0,.389,3.7,10.2,.368,1.7,3.8,.448,.523,1.6,1.9,.818,0.8,3.5,4.3,2.3,0.6,0.2,1.6,2.1,16.2
George Hill,SG,35,MIL,22,11,27.3,2.8,6.3,.442,1.0,3.0,.328,1.8,3.2,.549,.522,1.2,1.3,.929,0.9,2.7,3.6,2.5,0.8,0.1,1.0,1.8,7.7
Solomon Hill,PF,30,ATL,12,1,11.3,0.3,1.7,.150,0.2,1.1,.154,0.1,0.6,.143,.200,0.0,0.0,0,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.3,0.7
Aaron Holiday,PG,25,WAS,22,6,17.7,2.3,5.4,.424,0.6,1.6,.361,1.7,3.7,.451,.479,0.5,0.7,.800,0.2,1.5,1.7,2.0,0.5,0.4,1.1,1.6,5.7
Jrue Holiday,PG,31,MIL,17,16,31.4,6.2,14.1,.439,1.8,5.1,.349,4.4,9.0,.490,.502,1.1,1.8,.633,0.7,3.9,4.6,6.1,1.4,0.5,2.6,2.1,15.2
Justin Holiday,SF,32,IND,23,15,28.1,3.6,9.0,.398,2.4,6.7,.357,1.2,2.3,.519,.532,0.3,0.5,.727,0.3,2.6,2.8,1.7,0.5,0.3,0.9,2.1,9.9
Richaun Holmes,C,28,SAC,20,20,28.0,6.4,8.9,.719,0.1,0.2,.500,6.3,8.7,.724,.725,2.3,2.8,.818,2.8,7.0,9.8,1.3,0.3,1.0,1.6,3.1,15.2
Rodney Hood,SF,29,MIL,16,0,14.2,1.0,3.2,.314,0.7,2.1,.324,0.3,1.1,.294,.422,0.4,0.4,1.000,0.3,1.6,1.9,0.8,0.3,0.0,0.1,0.8,3.1
Al Horford,C,35,BOS,20,20,29.1,4.7,10.1,.465,1.4,4.4,.310,3.4,5.8,.583,.532,2.1,2.4,.854,1.6,6.6,8.2,3.5,0.8,1.8,1.2,2.4,12.8
Talen Horton-Tucker,SG,21,LAL,11,8,28.6,4.0,10.5,.383,0.9,3.5,.256,3.1,6.9,.447,.426,1.7,1.8,.950,0.7,4.4,5.1,2.6,0.8,0.6,1.5,3.4,10.6
Danuel House,SF,28,HOU,15,1,14.1,1.6,4.7,.338,0.7,2.1,.313,0.9,2.6,.359,.408,0.9,1.0,.867,0.2,2.5,2.7,1.1,0.3,0.3,1.0,0.9,4.7
Dwight Howard,C,36,LAL,21,1,15.0,1.9,2.9,.650,0.2,0.3,.714,1.6,2.5,.642,.692,1.2,2.0,.619,1.5,3.8,5.3,0.5,0.9,0.7,1.0,1.9,5.2
Markus Howard,SG,22,DEN,11,0,5.8,0.6,2.5,.250,0.5,1.9,.238,0.2,0.6,.286,.339,0.4,0.4,1.000,0.0,0.2,0.2,0.4,0.4,0.0,0.3,0.2,2.1
Kevin Huerter,SG,23,ATL,22,12,26.1,4.0,8.5,.476,1.5,4.1,.367,2.5,4.4,.577,.564,0.4,0.5,.800,0.3,3.0,3.4,2.3,0.4,0.2,1.2,1.7,10.0
Jay Huff,C,23,LAL,1,0,8.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Elijah Hughes,SF,23,UTA,6,0,2.8,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.3,1.000,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.3,0.3
De'Andre Hunter,SF,24,ATL,11,11,27.8,4.5,10.1,.450,1.4,3.5,.395,3.2,6.6,.479,.518,0.4,0.9,.400,0.4,2.4,2.7,0.6,0.6,0.3,1.3,2.9,10.8
Chandler Hutchison,SF,25,PHO,3,0,3.0,0.3,0.3,1.000,0.0,0.0,0,0.3,0.3,1.000,1.000,0.0,0.0,0,0.0,1.3,1.3,0.3,0.0,0.0,1.0,0.3,0.7
Bones Hyland,PG,21,DEN,15,0,15.8,2.7,6.9,.385,1.7,4.7,.352,1.0,2.2,.455,.505,1.0,1.1,.938,0.3,1.6,1.9,1.7,0.7,0.2,0.9,1.7,8.0
Serge Ibaka,C,32,LAC,9,2,14.9,1.8,4.7,.381,0.9,2.0,.444,0.9,2.7,.333,.476,0.6,0.9,.625,1.1,2.4,3.6,1.2,0.2,0.3,0.7,2.1,5.0
Andre Iguodala,SF,38,GSW,12,0,20.8,1.5,3.6,.419,0.4,1.9,.217,1.1,1.7,.650,.477,0.3,0.5,.667,0.7,2.8,3.5,3.8,0.8,0.8,0.8,1.0,3.8
Joe Ingles,SF,34,UTA,22,5,24.8,2.8,6.0,.462,2.0,4.9,.417,0.7,1.1,.667,.633,0.4,0.4,.889,0.5,2.6,3.0,3.1,0.5,0.1,1.0,1.8,8.0
Brandon Ingram,SF,24,NOP,18,18,34.5,8.2,18.7,.436,1.7,4.6,.373,6.4,14.1,.457,.482,3.9,4.6,.843,0.9,5.4,6.3,4.7,0.3,0.3,3.2,2.0,21.9
Frank Jackson,PG,23,DET,22,2,21.4,3.3,8.5,.392,1.6,5.5,.300,1.7,3.0,.561,.489,1.4,1.6,.833,0.2,1.1,1.3,0.8,0.5,0.2,0.8,1.4,9.6
Isaiah Jackson,PF,20,IND,5,0,6.0,0.8,2.2,.364,0.0,0.0,0,0.8,2.2,.364,.364,0.2,0.4,.500,0.6,1.2,1.8,0.0,0.2,0.2,0.2,1.8,1.8
Jaren Jackson Jr.,PF,22,MEM,22,22,26.6,5.4,12.7,.425,2.3,6.1,.373,3.1,6.6,.473,.514,2.9,3.3,.875,1.2,4.4,5.6,1.0,0.9,2.1,1.5,3.3,16.0
Josh Jackson,SF,24,DET,19,3,19.0,2.6,6.5,.407,0.8,3.0,.281,1.8,3.5,.515,.472,1.2,1.7,.697,0.6,2.9,3.5,1.7,0.4,0.5,1.2,1.7,7.3
Reggie Jackson,SG,31,LAC,23,23,33.4,6.5,16.4,.398,2.8,8.3,.333,3.7,8.0,.465,.483,1.4,1.7,.825,0.7,2.9,3.5,4.0,0.7,0.1,1.9,1.7,17.3
LeBron James,SF,37,LAL,12,12,36.9,9.6,20.2,.475,2.8,8.4,.337,6.8,11.8,.574,.545,3.6,4.8,.741,0.7,5.0,5.7,6.8,1.8,0.7,3.7,2.3,25.6
DeJon Jarreau,SG,24,IND,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty Jerome,SG,24,OKC,19,1,14.3,2.4,6.1,.400,1.1,3.4,.308,1.4,2.6,.520,.487,1.3,1.5,.828,0.3,0.9,1.2,1.2,0.7,0.1,0.5,1.3,7.2
Isaiah Joe,SG,22,PHI,13,0,9.5,1.2,3.5,.333,0.8,2.6,.294,0.4,0.8,.455,.444,0.3,0.3,1.000,0.2,1.1,1.2,0.6,0.1,0.0,0.3,0.7,3.4
Alize Johnson,PF,25,CHI,13,0,7.5,0.9,1.6,.571,0.0,0.1,.000,0.9,1.5,.600,.571,0.2,0.4,.600,1.0,1.3,2.3,0.6,0.2,0.0,0.5,0.9,2.1
Cameron Johnson,PF,25,PHO,23,0,23.0,3.3,7.7,.424,2.0,4.8,.405,1.3,2.9,.455,.551,0.9,1.2,.714,0.3,3.0,3.3,1.3,0.7,0.3,0.7,1.3,9.3
David Johnson,SG,20,TOR,1,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Johnson,PF,20,ATL,7,0,2.7,0.7,1.4,.500,0.3,0.6,.500,0.4,0.9,.500,.600,0.3,0.3,1.000,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,2.0
James Johnson,PF,34,BRK,14,0,17.1,1.9,4.0,.482,0.2,0.8,.273,1.7,3.2,.533,.509,0.4,1.0,.429,1.0,2.6,3.6,1.4,0.4,0.4,0.6,2.4,4.5
Keldon Johnson,SF,22,SAS,20,20,31.5,5.8,12.4,.470,1.2,2.8,.411,4.7,9.6,.487,.516,2.2,3.3,.662,1.1,5.4,6.5,2.0,1.0,0.2,1.4,1.7,14.9
Keon Johnson,SG,19,LAC,3,0,5.3,0.0,1.3,.000,0.0,0.3,.000,0.0,1.0,.000,.000,1.3,1.3,1.000,0.3,0.7,1.0,0.7,0.3,0.0,0.3,1.0,1.3
Nikola Jokić,C,26,DEN,16,16,32.7,10.0,17.3,.580,1.6,4.3,.382,8.4,13.0,.644,.627,4.1,5.4,.756,2.6,11.1,13.8,6.4,1.2,0.8,3.2,2.8,25.7
Damian Jones,C,26,SAC,10,0,8.4,1.2,1.7,.706,0.1,0.2,.500,1.1,1.5,.733,.735,0.7,1.1,.636,1.1,1.4,2.5,0.5,0.0,0.3,0.2,1.2,3.2
Derrick Jones Jr.,SF,24,CHI,19,0,16.7,2.5,4.0,.618,0.2,0.8,.267,2.3,3.2,.705,.645,1.3,1.6,.833,1.3,2.1,3.3,0.5,0.6,0.8,0.5,2.3,6.5
Herb Jones,C,23,NOP,22,13,26.6,2.7,5.9,.454,0.3,1.0,.333,2.4,5.0,.477,.481,0.8,1.0,.783,1.3,2.0,3.3,1.7,1.5,0.7,1.1,3.0,6.5
